datetime,demand_pred
2020-07-04 15:30:00,2.74479473099753
2020-07-04 16:00:00,3.043975154490003
2020-07-04 16:30:00,3.216473986215187
2020-07-04 17:00:00,3.1758492110077983
2020-07-04 17:30:00,3.1293423832836607
2020-07-04 18:00:00,2.9812694218411946
2020-07-04 18:30:00,2.807692806298098
2020-07-04 19:00:00,2.5675214932566583
2020-07-04 19:30:00,2.455961986649991
2020-07-04 20:00:00,2.4144720837435556
2020-07-04 20:30:00,2.436728754287182
2020-07-04 21:00:00,2.3800742043358376
2020-07-04 21:30:00,2.234785836446785
2020-07-04 22:00:00,2.0409025344446134
2020-07-04 22:30:00,1.8553039207498896
2020-07-04 23:00:00,1.7924617838253767
2020-07-04 23:30:00,1.6830471425414832
2020-07-05 00:00:00,1.7263787467418088
2020-07-05 00:30:00,1.6281620299048563
2020-07-05 01:00:00,1.5424503196062074
2020-07-05 01:30:00,1.5079735628976794
2020-07-05 02:00:00,1.4829033931355244
2020-07-05 02:30:00,1.455180720547912
2020-07-05 03:00:00,1.4605903496719688
2020-07-05 03:30:00,1.3841650699556103
2020-07-05 04:00:00,1.3849693602334732
2020-07-05 04:30:00,1.3978171703129505
2020-07-05 05:00:00,1.5303398048116876
2020-07-05 05:30:00,1.5516540692323249
2020-07-05 06:00:00,1.7032400222777988
2020-07-05 06:30:00,1.7849469009365673
2020-07-05 07:00:00,2.1249161150538387
2020-07-05 07:30:00,2.299659584031117
2020-07-05 08:00:00,2.4905357883833106
2020-07-05 08:30:00,2.6172549073137756
2020-07-05 09:00:00,2.8015724291904283
2020-07-05 09:30:00,2.7791857016590074
2020-07-05 10:00:00,2.76999864535671
2020-07-05 10:30:00,2.722602193740432
2020-07-05 11:00:00,2.8270416969116443
2020-07-05 11:30:00,2.72737757086845
2020-07-05 12:00:00,2.696623368504428
2020-07-05 12:30:00,2.5764390286079655
2020-07-05 13:00:00,2.4462327019449415
2020-07-05 13:30:00,2.347408122817261
2020-07-05 14:00:00,2.3692041325524835
2020-07-05 14:30:00,2.434063703762079
2020-07-05 15:00:00,2.658474460532721
2020-07-05 15:30:00,2.9981445069259474
2020-07-05 16:00:00,3.2375972585181385
2020-07-05 16:30:00,3.307730958404979
2020-07-05 17:00:00,3.1706031863276833
2020-07-05 17:30:00,3.066842635030232
2020-07-05 18:00:00,2.9467342013076947
2020-07-05 18:30:00,2.7915874262495293
2020-07-05 19:00:00,2.6577077542608345
2020-07-05 19:30:00,2.5523660221141693
2020-07-05 20:00:00,2.5001362055500445
2020-07-05 20:30:00,2.4246802656115682
2020-07-05 21:00:00,2.386043689952673
2020-07-05 21:30:00,2.211675096817426
2020-07-05 22:00:00,2.0042386342089578
2020-07-05 22:30:00,1.7866539004137116
2020-07-05 23:00:00,1.7099660577623588
2020-07-05 23:30:00,1.5978172544698739
2020-07-06 00:00:00,1.6485110322131766
2020-07-06 00:30:00,1.5599979639291874
2020-07-06 01:00:00,1.4912216138898402
2020-07-06 01:30:00,1.4656384575771846
2020-07-06 02:00:00,1.449550072783855
2020-07-06 02:30:00,1.4280290749959548
2020-07-06 03:00:00,1.438095492280716
2020-07-06 03:30:00,1.3757263485914346
2020-07-06 04:00:00,1.4040310511418286
2020-07-06 04:30:00,1.4743316531858763
2020-07-06 05:00:00,1.6422123644126894
2020-07-06 05:30:00,1.948802825830712
2020-07-06 06:00:00,2.23174146252093
2020-07-06 06:30:00,2.398074417175983
2020-07-06 07:00:00,2.6797535392126663
2020-07-06 07:30:00,2.7726429638583805
2020-07-06 08:00:00,2.7189546020010575
2020-07-06 08:30:00,2.6909943935165948
2020-07-06 09:00:00,2.732744987683175
2020-07-06 09:30:00,2.658439953466939
2020-07-06 10:00:00,2.6156318025067065
2020-07-06 10:30:00,2.5635578564890555
2020-07-06 11:00:00,2.63838334245167
2020-07-06 11:30:00,2.5516720908888475
2020-07-06 12:00:00,2.55210164105213
2020-07-06 12:30:00,2.4476656165929906
2020-07-06 13:00:00,2.3563938617872755
2020-07-06 13:30:00,2.276038894285119
2020-07-06 14:00:00,2.290197914752524
2020-07-06 14:30:00,2.29067766602126
2020-07-06 15:00:00,2.4932544712653573
2020-07-06 15:30:00,2.7830353654856372
2020-07-06 16:00:00,3.1027232642581435
2020-07-06 16:30:00,3.266556311073492
2020-07-06 17:00:00,3.2297017553242098
2020-07-06 17:30:00,3.1708540466411685
2020-07-06 18:00:00,3.0513490925613485
2020-07-06 18:30:00,2.8849163447410326
2020-07-06 19:00:00,2.7420997448581286
2020-07-06 19:30:00,2.651525422410667
2020-07-06 20:00:00,2.5804232130637836
2020-07-06 20:30:00,2.5085008715097383
2020-07-06 21:00:00,2.4676165352452495
2020-07-06 21:30:00,2.275703055586049
2020-07-06 22:00:00,2.0220035622822037
2020-07-06 22:30:00,1.8001899854817913
2020-07-06 23:00:00,1.7197074266819077
2020-07-06 23:30:00,1.6115300851141736
2020-07-07 00:00:00,1.6507201261551832
2020-07-07 00:30:00,1.5605245988149297
2020-07-07 01:00:00,1.4907167216731874
2020-07-07 01:30:00,1.4641953647525552
2020-07-07 02:00:00,1.44797510521005
2020-07-07 02:30:00,1.4272135315871006
2020-07-07 03:00:00,1.436166980487453
2020-07-07 03:30:00,1.3730708034738812
2020-07-07 04:00:00,1.4033008247027543
2020-07-07 04:30:00,1.4926494461640896
2020-07-07 05:00:00,1.6779937104559102
2020-07-07 05:30:00,1.9367222571998084
2020-07-07 06:00:00,2.2592527196621934
2020-07-07 06:30:00,2.4590306061691445
2020-07-07 07:00:00,2.6568895767658534
2020-07-07 07:30:00,2.7183972197485073
2020-07-07 08:00:00,2.656806051092636
2020-07-07 08:30:00,2.692002257259411
2020-07-07 09:00:00,2.7122662497391095
2020-07-07 09:30:00,2.651624578797191
2020-07-07 10:00:00,2.6334875668244924
2020-07-07 10:30:00,2.575279578225917
2020-07-07 11:00:00,2.6447506172504225
2020-07-07 11:30:00,2.571556366349567
2020-07-07 12:00:00,2.5284778344530854
2020-07-07 12:30:00,2.4264565931698545
2020-07-07 13:00:00,2.348800990987704
2020-07-07 13:30:00,2.2707786794198292
2020-07-07 14:00:00,2.291741415152465
2020-07-07 14:30:00,2.317014015273085
2020-07-07 15:00:00,2.536712941339145
2020-07-07 15:30:00,2.854843106544117
2020-07-07 16:00:00,3.1468463111393206
2020-07-07 16:30:00,3.2795916895844224
2020-07-07 17:00:00,3.21092085213295
2020-07-07 17:30:00,3.1232230607609477
2020-07-07 18:00:00,3.0469688556335788
2020-07-07 18:30:00,2.883800946097376
2020-07-07 19:00:00,2.7402748991044428
2020-07-07 19:30:00,2.626504451595256
2020-07-07 20:00:00,2.5808958170437344
2020-07-07 20:30:00,2.5364823423560394
2020-07-07 21:00:00,2.475612001466805
2020-07-07 21:30:00,2.2757652753318847
2020-07-07 22:00:00,2.0215371961260473
2020-07-07 22:30:00,1.7913806717416099
2020-07-07 23:00:00,1.7104810099543761
2020-07-07 23:30:00,1.608664969262559
2020-07-08 00:00:00,1.6525775827612224
2020-07-08 00:30:00,1.5591187973488132
2020-07-08 01:00:00,1.4901218342405105
2020-07-08 01:30:00,1.464079219674397
2020-07-08 02:00:00,1.447141928293697
2020-07-08 02:30:00,1.4266199861715023
2020-07-08 03:00:00,1.4347533014291167
2020-07-08 03:30:00,1.3736733221425865
2020-07-08 04:00:00,1.400669992295007
2020-07-08 04:30:00,1.485287866620655
2020-07-08 05:00:00,1.64562213000335
2020-07-08 05:30:00,1.9557269694350015
2020-07-08 06:00:00,2.2631427582820938
2020-07-08 06:30:00,2.461911562892745
2020-07-08 07:00:00,2.72171935913213
2020-07-08 07:30:00,2.7560392388108648
2020-07-08 08:00:00,2.686884296032808
2020-07-08 08:30:00,2.6875712046809697
2020-07-08 09:00:00,2.7151630198705092
2020-07-08 09:30:00,2.64927381827607
2020-07-08 10:00:00,2.638301407961006
2020-07-08 10:30:00,2.60396831588962
2020-07-08 11:00:00,2.6958541124879467
2020-07-08 11:30:00,2.6389078280895357
2020-07-08 12:00:00,2.6175133481996364
2020-07-08 12:30:00,2.5037353437984935
2020-07-08 13:00:00,2.3961014174560265
2020-07-08 13:30:00,2.318831999144654
2020-07-08 14:00:00,2.3392928600814287
2020-07-08 14:30:00,2.3692557941024317
2020-07-08 15:00:00,2.5430628148867367
2020-07-08 15:30:00,2.834557516857651
2020-07-08 16:00:00,3.1064193136213847
2020-07-08 16:30:00,3.246909017953644
2020-07-08 17:00:00,3.2235971846338516
2020-07-08 17:30:00,3.1528884127952757
2020-07-08 18:00:00,3.044989528499982
2020-07-08 18:30:00,2.8869997900845825
2020-07-08 19:00:00,2.7318978576193116
2020-07-08 19:30:00,2.626251952407146
2020-07-08 20:00:00,2.5807640355695045
2020-07-08 20:30:00,2.5369336151030217
2020-07-08 21:00:00,2.4816220313758826
2020-07-08 21:30:00,2.2958363290738846
2020-07-08 22:00:00,2.0229257088714907
2020-07-08 22:30:00,1.801785972522029
2020-07-08 23:00:00,1.7201922185113248
2020-07-08 23:30:00,1.6141879785328295
2020-07-09 00:00:00,1.6501576208960334
2020-07-09 00:30:00,1.5603296080326805
2020-07-09 01:00:00,1.4906377840015173
2020-07-09 01:30:00,1.4640000250118186
2020-07-09 02:00:00,1.4477484771465774
2020-07-09 02:30:00,1.4261616938580237
2020-07-09 03:00:00,1.43290056369495
2020-07-09 03:30:00,1.3729803936203022
2020-07-09 04:00:00,1.4026699185987936
2020-07-09 04:30:00,1.524336741906055
2020-07-09 05:00:00,1.6740580642782927
2020-07-09 05:30:00,1.991006920592792
2020-07-09 06:00:00,2.292487450503571
2020-07-09 06:30:00,2.459283652924954
2020-07-09 07:00:00,2.7019130113161465
2020-07-09 07:30:00,2.7261793434811294
2020-07-09 08:00:00,2.654214292916337
2020-07-09 08:30:00,2.71503755035418
2020-07-09 09:00:00,2.727615065913104
2020-07-09 09:30:00,2.659125802191611
2020-07-09 10:00:00,2.641154055348397
2020-07-09 10:30:00,2.5979724154126687
2020-07-09 11:00:00,2.6837334862362865
2020-07-09 11:30:00,2.623650828227635
2020-07-09 12:00:00,2.584932969321617
2020-07-09 12:30:00,2.479483817993153
2020-07-09 13:00:00,2.3950596545565395
2020-07-09 13:30:00,2.300179785688764
2020-07-09 14:00:00,2.304930898838982
2020-07-09 14:30:00,2.356037157549778
2020-07-09 15:00:00,2.5648386173787947
2020-07-09 15:30:00,2.889081805560925
2020-07-09 16:00:00,3.153019472426669
2020-07-09 16:30:00,3.349971329854306
2020-07-09 17:00:00,3.3270487731920535
2020-07-09 17:30:00,3.2009594554547274
2020-07-09 18:00:00,3.068240322078653
2020-07-09 18:30:00,2.8948310255582648
2020-07-09 19:00:00,2.7512095009184083
2020-07-09 19:30:00,2.6247505256754637
2020-07-09 20:00:00,2.567440492862656
2020-07-09 20:30:00,2.550470564946401
2020-07-09 21:00:00,2.477846901476683
2020-07-09 21:30:00,2.29664723794387
2020-07-09 22:00:00,2.0260790330357543
2020-07-09 22:30:00,1.806688547459509
2020-07-09 23:00:00,1.726209035380727
2020-07-09 23:30:00,1.6205931329202137
