datetime,B
2020/6/29 10:00,0.578411961
2020/6/29 10:30,0.651260131
2020/6/29 11:00,0.677361383
2020/6/29 11:30,0.670849049
2020/6/29 12:00,0.608171606
2020/6/29 12:30,0.67503141
2020/6/29 13:00,0.695298588
2020/6/29 13:30,0.703937413
2020/6/29 14:00,0.719469736
2020/6/29 14:30,0.747889416
2020/6/29 15:00,0.735666884
2020/6/29 15:30,-1.050000011
2020/6/29 16:00,-1.400000008
2020/6/29 16:30,-1.480000007
2020/6/29 17:00,-1.410000008
2020/6/29 17:30,-1.350000008
2020/6/29 18:00,-1.19000001
2020/6/29 18:30,-1.090000011
2020/6/29 19:00,-0.870000013
2020/6/29 19:30,-0.780000014
2020/6/29 20:00,-0.700000015
2020/6/29 20:30,-0.680000015
2020/6/29 21:00,0
2020/6/29 21:30,0
2020/6/29 22:00,0
2020/6/29 22:30,0
2020/6/29 23:00,0
2020/6/29 23:30,0
2020/6/30 0:00,0.05246592
2020/6/30 0:30,0.035005371
2020/6/30 1:00,0.029190494
2020/6/30 1:30,0.025961851
2020/6/30 2:00,0.02381034
2020/6/30 2:30,0.022233085
2020/6/30 3:00,0.02100664
2020/6/30 3:30,0.020013988
2020/6/30 4:00,0.019186885
2020/6/30 4:30,0.024745619
2020/6/30 5:00,0.060376702
2020/6/30 5:30,0.089479179
2020/6/30 6:00,0.128947105
2020/6/30 6:30,0.128805757
2020/6/30 7:00,0.208472589
2020/6/30 7:30,0.298318092
2020/6/30 8:00,0.728210159
2020/6/30 8:30,0.778176633
2020/6/30 9:00,0.688161904
2020/6/30 9:30,0.48816145
2020/6/30 10:00,0.288195731
2020/6/30 10:30,0.468142306
2020/6/30 11:00,0.608123223
2020/6/30 11:30,0.888101543
2020/6/30 12:00,0.918096072
2020/6/30 12:30,0.838098111
2020/6/30 13:00,0.828098178
2020/6/30 13:30,0.858097804
2020/6/30 14:00,0.868099916
2020/6/30 14:30,0.908102803
2020/6/30 15:00,0.658114614
2020/6/30 15:30,-1.216363641
2020/6/30 16:00,-1.496363638
2020/6/30 16:30,-1.586363637
2020/6/30 17:00,-1.506363638
2020/6/30 17:30,-1.33636364
2020/6/30 18:00,-1.176363641
2020/6/30 18:30,-0.976363643
2020/6/30 19:00,-0.726363646
2020/6/30 19:30,-0.686363646
2020/6/30 20:00,-0.656363646
2020/6/30 20:30,-0.636363647
2020/6/30 21:00,0
2020/6/30 21:30,0
2020/6/30 22:00,0
2020/6/30 22:30,0
2020/6/30 23:00,0
2020/6/30 23:30,0
2020/7/1 0:00,0
2020/7/1 0:30,0
2020/7/1 1:00,0
2020/7/1 1:30,0
2020/7/1 2:00,0
2020/7/1 2:30,0
2020/7/1 3:00,0
2020/7/1 3:30,0
2020/7/1 4:00,0
2020/7/1 4:30,0.023639964
2020/7/1 5:00,0.046113367
2020/7/1 5:30,0.092130396
2020/7/1 6:00,0.229545575
2020/7/1 6:30,0.204253768
2020/7/1 7:00,0.359377622
2020/7/1 7:30,0.380410203
2020/7/1 8:00,0.467325149
2020/7/1 8:30,0.630527011
2020/7/1 9:00,0.687238665
2020/7/1 9:30,0.736265904
2020/7/1 10:00,0.744727756
2020/7/1 10:30,0.746127757
2020/7/1 11:00,0.730085776
2020/7/1 11:30,0.719804259
2020/7/1 12:00,0.589674931
2020/7/1 12:30,0.747252745
2020/7/1 13:00,0.770711584
2020/7/1 13:30,0.70379016
2020/7/1 14:00,0.755487052
2020/7/1 14:30,0.796084407
2020/7/1 15:00,0.839426051
2020/7/1 15:30,-1.024545466
2020/7/1 16:00,-1.294545463
2020/7/1 16:30,-1.444545462
2020/7/1 17:00,-1.324545463
2020/7/1 17:30,-1.264545464
2020/7/1 18:00,-1.174545464
2020/7/1 18:30,-1.024545466
2020/7/1 19:00,-0.964545467
2020/7/1 19:30,-0.954545467
2020/7/1 20:00,-0.814545468
2020/7/1 20:30,-0.714545469
2020/7/1 21:00,0
2020/7/1 21:30,0
2020/7/1 22:00,0
2020/7/1 22:30,0
2020/7/1 23:00,0
2020/7/1 23:30,0
2020/7/2 0:00,0
2020/7/2 0:30,0
2020/7/2 1:00,0
2020/7/2 1:30,0
2020/7/2 2:00,0
2020/7/2 2:30,0
2020/7/2 3:00,0
2020/7/2 3:30,0
2020/7/2 4:00,0.007698955
2020/7/2 4:30,0.046545852
2020/7/2 5:00,0.091072867
2020/7/2 5:30,0.147924216
2020/7/2 6:00,0.438769125
2020/7/2 6:30,0.577339201
2020/7/2 7:00,0.658273071
2020/7/2 7:30,0.645370036
2020/7/2 8:00,0.614066609
2020/7/2 8:30,0.643331253
2020/7/2 9:00,0.636707297
2020/7/2 9:30,0.618272516
2020/7/2 10:00,0.645600566
2020/7/2 10:30,0.656483806
2020/7/2 11:00,0.644246857
2020/7/2 11:30,0.62994191
2020/7/2 12:00,0.653406907
2020/7/2 12:30,0.410055411
2020/7/2 13:00,0.627862288
2020/7/2 13:30,0.697744642
2020/7/2 14:00,0.536287357
2020/7/2 14:30,0.698456716
2020/7/2 15:00,0.674542644
2020/7/2 15:30,-1.187272737
2020/7/2 16:00,-1.417272735
2020/7/2 16:30,-1.667272732
2020/7/2 17:00,-1.527272734
2020/7/2 17:30,-1.367272735
2020/7/2 18:00,-1.217272737
2020/7/2 18:30,-0.947272739
2020/7/2 19:00,-0.797272741
2020/7/2 19:30,-0.627272743
2020/7/2 20:00,-0.627272743
2020/7/2 20:30,-0.617272743
2020/7/2 21:00,0
2020/7/2 21:30,0
2020/7/2 22:00,0
2020/7/2 22:30,0
2020/7/2 23:00,0
2020/7/2 23:30,0
