datetime,B
2020/7/4 16:30,-1.49784861
2020/7/4 17:00,-1.459180039
2020/7/4 17:30,-1.378063597
2020/7/4 18:00,-1.227780952
2020/7/4 18:30,-1.05087137
2020/7/4 19:00,-0.850710213
2020/7/4 19:30,-0.839994825
2020/7/4 20:00,-0.753797148
2020/7/4 20:30,-0.768526129
2020/7/4 21:00,0
2020/7/4 21:30,0
2020/7/4 22:00,0
2020/7/4 22:30,0
2020/7/4 23:00,0
2020/7/4 23:30,0
2020/7/5 0:00,0
2020/7/5 0:30,0
2020/7/5 1:00,0
2020/7/5 1:30,0
2020/7/5 2:00,0
2020/7/5 2:30,0
2020/7/5 3:00,0
2020/7/5 3:30,0
2020/7/5 4:00,0.003613203
2020/7/5 4:30,0.037341544
2020/7/5 5:00,0.10199769
2020/7/5 5:30,0.147250335
2020/7/5 6:00,0.330952438
2020/7/5 6:30,0.49062371
2020/7/5 7:00,0.634265759
2020/7/5 7:30,0.602396212
2020/7/5 8:00,0.618121442
2020/7/5 8:30,0.617777039
2020/7/5 9:00,0.582446611
2020/7/5 9:30,0.598303681
2020/7/5 10:00,0.534697588
2020/7/5 10:30,0.513211124
2020/7/5 11:00,0.647758806
2020/7/5 11:30,0.613244457
2020/7/5 12:00,0.638011435
2020/7/5 12:30,0.63052542
2020/7/5 13:00,0.686653913
2020/7/5 13:30,0.701776925
2020/7/5 14:00,0.719750519
2020/7/5 14:30,0.751119288
2020/7/5 15:00,0.798160983
2020/7/5 15:30,-1.170838748
2020/7/5 16:00,-1.344900225
2020/7/5 16:30,-1.608150223
2020/7/5 17:00,-1.486224872
2020/7/5 17:30,-1.332275821
2020/7/5 18:00,-1.190323501
2020/7/5 18:30,-0.990689147
2020/7/5 19:00,-0.808457807
2020/7/5 19:30,-0.754718184
2020/7/5 20:00,-0.672357606
2020/7/5 20:30,-0.641063983
2020/7/5 21:00,0
2020/7/5 21:30,0
2020/7/5 22:00,0
2020/7/5 22:30,0
2020/7/5 23:00,0
2020/7/5 23:30,0
2020/7/6 0:00,0
2020/7/6 0:30,0
2020/7/6 1:00,0
2020/7/6 1:30,0
2020/7/6 2:00,0
2020/7/6 2:30,0
2020/7/6 3:00,0
2020/7/6 3:30,0
2020/7/6 4:00,0.005057819
2020/7/6 4:30,0.042996142
2020/7/6 5:00,0.120097648
2020/7/6 5:30,0.176762086
2020/7/6 6:00,0.372093552
2020/7/6 6:30,0.514993888
2020/7/6 7:00,0.609804324
2020/7/6 7:30,0.519414642
2020/7/6 8:00,0.619314306
2020/7/6 8:30,0.61640489
2020/7/6 9:00,0.610161689
2020/7/6 9:30,0.610029881
2020/7/6 10:00,0.60911941
2020/7/6 10:30,0.605084995
2020/7/6 11:00,0.612905016
2020/7/6 11:30,0.612877728
2020/7/6 12:00,0.618128877
2020/7/6 12:30,0.625665648
2020/7/6 13:00,0.645321663
2020/7/6 13:30,0.66397831
2020/7/6 14:00,0.686443742
2020/7/6 14:30,0.722351887
2020/7/6 15:00,0.780991976
2020/7/6 15:30,-0.908846733
2020/7/6 16:00,-1.155497548
2020/7/6 16:30,-1.488871694
2020/7/6 17:00,-1.444362873
2020/7/6 17:30,-1.346380496
2020/7/6 18:00,-1.256079132
2020/7/6 18:30,-1.09521164
2020/7/6 19:00,-0.929450632
2020/7/6 19:30,-0.857406625
2020/7/6 20:00,-0.7788941
2020/7/6 20:30,-0.738998644
2020/7/6 21:00,0
2020/7/6 21:30,0
2020/7/6 22:00,0
2020/7/6 22:30,0
2020/7/6 23:00,0
2020/7/6 23:30,0
2020/7/7 0:00,0
2020/7/7 0:30,0
2020/7/7 1:00,0
2020/7/7 1:30,0
2020/7/7 2:00,0
2020/7/7 2:30,0
2020/7/7 3:00,0
2020/7/7 3:30,0
2020/7/7 4:00,0.007243708
2020/7/7 4:30,0.049400561
2020/7/7 5:00,0.115571941
2020/7/7 5:30,0.180215405
2020/7/7 6:00,0.360363114
2020/7/7 6:30,0.505091301
2020/7/7 7:00,0.604495002
2020/7/7 7:30,0
2020/7/7 8:00,0.667043548
2020/7/7 8:30,0.652100601
2020/7/7 9:00,0.659166823
2020/7/7 9:30,0.656034755
2020/7/7 10:00,0.648586371
2020/7/7 10:30,0.644937981
2020/7/7 11:00,0.655922091
2020/7/7 11:30,0.65365721
2020/7/7 12:00,0.655013584
2020/7/7 12:30,0.657037556
2020/7/7 13:00,0.679110219
2020/7/7 13:30,0.69545333
2020/7/7 14:00,0.712490542
2020/7/7 14:30,0.744787797
2020/7/7 15:00,0.796276685
2020/7/7 15:30,-0.925349396
2020/7/7 16:00,-1.160541748
2020/7/7 16:30,-1.488802303
2020/7/7 17:00,-1.44766627
2020/7/7 17:30,-1.336101829
2020/7/7 18:00,-1.24961622
2020/7/7 18:30,-1.087266817
2020/7/7 19:00,-0.914938245
2020/7/7 19:30,-0.851586755
2020/7/7 20:00,-0.781068011
2020/7/7 20:30,-0.757062523
2020/7/7 21:00,0
2020/7/7 21:30,0
2020/7/7 22:00,0
2020/7/7 22:30,0
2020/7/7 23:00,0
2020/7/7 23:30,0
2020/7/8 0:00,0
2020/7/8 0:30,0
2020/7/8 1:00,0
2020/7/8 1:30,0
2020/7/8 2:00,0
2020/7/8 2:30,0
2020/7/8 3:00,0
2020/7/8 3:30,0
2020/7/8 4:00,0.00269984
2020/7/8 4:30,0.028188658
2020/7/8 5:00,0.093861289
2020/7/8 5:30,0.144884116
2020/7/8 6:00,0.313705184
2020/7/8 6:30,0.442430582
2020/7/8 7:00,0.552906244
2020/7/8 7:30,0
2020/7/8 8:00,0.428202718
2020/7/8 8:30,0.436386072
2020/7/8 9:00,0.412749834
2020/7/8 9:30,0.441134856
2020/7/8 10:00,0.260450368
2020/7/8 10:30,0.345146911
2020/7/8 11:00,0.89526891
2020/7/8 11:30,0.862905348
2020/7/8 12:00,0.897359658
2020/7/8 12:30,0.874239135
2020/7/8 13:00,0.913065884
2020/7/8 13:30,0.912554206
2020/7/8 14:00,0.911851907
2020/7/8 14:30,0.91431421
2020/7/8 15:00,0.915694194
2020/7/8 15:30,-0.883667514
2020/7/8 16:00,-1.111678616
2020/7/8 16:30,-1.448632449
2020/7/8 17:00,-1.428363882
2020/7/8 17:30,-1.335985859
2020/7/8 18:00,-1.254252076
2020/7/8 18:30,-1.099123958
2020/7/8 19:00,-0.940930816
2020/7/8 19:30,-0.891609163
2020/7/8 20:00,-0.820933181
2020/7/8 20:30,-0.784822603
2020/7/8 21:00,0
2020/7/8 21:30,0
2020/7/8 22:00,0
2020/7/8 22:30,0
2020/7/8 23:00,0
2020/7/8 23:30,0
2020/7/9 0:00,0
2020/7/9 0:30,0
2020/7/9 1:00,0
2020/7/9 1:30,0
2020/7/9 2:00,0
2020/7/9 2:30,0
2020/7/9 3:00,0
2020/7/9 3:30,0
2020/7/9 4:00,0.003161442
2020/7/9 4:30,0.024533666
2020/7/9 5:00,0.087430162
2020/7/9 5:30,0.136181184
2020/7/9 6:00,0.291491211
2020/7/9 6:30,0.347259033
2020/7/9 7:00,0.505313931
2020/7/9 7:30,0
2020/7/9 8:00,0.50984227
2020/7/9 8:30,0.508085854
2020/7/9 9:00,0.666499488
2020/7/9 9:30,0.733158124
2020/7/9 10:00,0.76374015
2020/7/9 10:30,0.718178845
2020/7/9 11:00,0.767857184
2020/7/9 11:30,0.740870287
2020/7/9 12:00,0.709819234
2020/7/9 12:30,0.590536042
2020/7/9 13:00,0.756170712
2020/7/9 13:30,0.791744168
2020/7/9 14:00,0.740735002
2020/7/9 14:30,0.797713544
2020/7/9 15:00,0.809678591
2020/7/9 15:30,-0.888186981
2020/7/9 16:00,-1.100905805
2020/7/9 16:30,-1.476504098
2020/7/9 17:00,-1.4645138
2020/7/9 17:30,-1.344899143
2020/7/9 18:00,-1.230567216
2020/7/9 18:30,-1.080983854
2020/7/9 19:00,-0.933906965
2020/7/9 19:30,-0.889145002
2020/7/9 20:00,-0.806290845
2020/7/9 20:30,-0.784096409
2020/7/9 21:00,0
2020/7/9 21:30,0
2020/7/9 22:00,0
2020/7/9 22:30,0
2020/7/9 23:00,0
2020/7/9 23:30,0
